reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.01,0.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.025,0.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.05,1.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.1,1.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.15,2.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.2,2.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.25,3.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.3,3.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.35,3.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.4,3.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.45,4.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.5,4.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.55,5.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.6,5.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.65,6.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.7,6.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.75,7.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.8,8.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.85,9.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.9,11.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.95,13.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.975,14.0
2026-02-21,wk inc flu hosp,0,2026-02-21,01,quantile,0.99,16.0
2026-02-21,wk inc flu hosp,0,2026-02-21,02,quantile,0.01,0.0
2026-02-21,wk inc flu hosp,0,2026-02-21,02,quantile,0.025,0.0
2026-02-21,wk inc flu hosp,0,2026-02-21,02,quantile,0.05,1.0
2026-02-21,wk inc flu hosp,0,2026-02-21,02,quantile,0.1,1.0
2026-02-21,wk inc flu hosp,0,2026-02-21,02,quantile,0.15,2.0
2026-02-21,wk inc flu hosp,0,2026-02-21,02,quantile,0.2,2.0
