Nanjing, situated in the lower part of the Yangtze, has historically been the capital of various kingdoms and dynasties, with the reputation as the center of education.	南京地处长江下游，历史上曾是多朝古都，享有教育中心的美誉。
In 258 CE, the Kingdom of Wu under the reign of Emperor Jing of Wu, founded a Confucian learning institute for the purpose of learning Six Arts.	公元 258 年，吴景帝治理下的吴国创立了一家儒家学校，以授“六艺”。
In the first year of Jianwu reign (317), Taihsueh (太學) campus was built in today's Fuzimiao (夫子廟) area on the banks of Qinhuai River, and Nanking Imperial University began recruiting students from common families instead of only from noble families.	晋建武元年（317 年），在如今秦淮河畔的夫子庙地区设立太学，南京国子监开始招收来自普通家庭的学子，而不是只收贵胄子弟。
Like its forerunner Chengjun (成均) and succeeding Shang Hsiang (上庠) founded by Yu (禹, 21st century BCE) in Chungyuan, the earliest recorded imperial higher learning institutions and their successors, it was the Kingdom's central university, which after Han dynasty excellent students from local schools could be selected to attend to pursue further education.	它的前身是成均和后来由禹（公元前 21 世纪）在中原创建的上庠，是有记载的最早的皇家高等学府及其继任学校，与这些学校一样，它是国家的中央大学，自汉朝之后，来自地方学校的优秀学子可由遴选进入大学继续深造。
In 470 during the Former Song dynasty, the Imperial Central University (Zongmingguan) became a comprehensive institution combining higher education and research, with five divisions: Literature, History, Confucian Study, Xuan Study and Yin Yang Study.	470 年，在南朝宋明帝时期，总明观（皇家中央大学）成为结合了高等教育和研究的一座综合机构，设五科：文、史、儒、玄和阴阳。
The campus of School of Literature and School of History were located in today's Nanjing University Gulou campus, west to Gulou (鼓樓) mountain, and the campus was moved to today's Chaotian Palace (朝天宮) area at the time when Wang Jian (王儉) was university president and the areas of study were narrowed, with a heavy focus on Confucian classics.	文学馆和史学馆位于如今南京大学鼓楼校区，在鼓楼山西面，后在王俭任国学校长时迁至如今的朝天宫地区，研究领域缩窄，主要集中在儒家经典。
In the period the faculty members included such scholars and scientists as Zu Chongzhi (祖沖之), Ge Hong (葛洪), Wang Xizhi (王羲之), and students included such figures as Xiao Daocheng, Emperor Gao of Southern Qi who studied at School of Confucian Studies, and Zhong Rong, a founding scholar of poetics who graduated from division of literature.	在此期间，教员有祖冲之、葛洪、王羲之等学者和科学家，学生有在儒学馆求学的南齐高帝萧道成和毕业于文学馆的诗学创始学者钟嵘等著名人物。
After the fall of Chen dynasty, the school was closed and later replaced by Nanking Academy (or Jiangzhou Academy, Jiangzhou Zhouxue) in Sui dynasty.	南朝陈灭亡后，学校关闭，隋朝时被江宁府学（或称江州州学）取代。
In 937 when campus of the imperial national university was again in Fuzimiao area, Li Shandao, a scholar of the university, established another national school Lushan National Academy outside the capital city Nanking which is called Bailudong Shuyuan (White Deer Grotto Academy), a famous academy that hosted many renowned scholars including Zhu Xi, Lu Jiuyuan and Wang Yangming.	937 年，国子监再次迁回夫子庙地区，该校学者李善道在都城南京之外另建一所国家级学校庐山国学，称为白鹿洞书院，这所著名书院曾由朱熹、陆九渊和王阳明在内的许多知名学者主持。
In 1382 the Imperial University (國子監 Kuotzuchien or Guozijian) moved campus from Nanking Fuzimiao area to south of Qintian Mountain (欽天山) and Xuanwu Lake (the area around Nanjing University campus before 1952.	1382 年，国子监从南京夫子庙地区迁往钦天山和玄武湖以南（1952 年以前的南京大学校园周边地区。
In 1952 Nanjing University moved to Gulou and its engineering school was split and formed several independent colleges including Nanjing Institute of Technology, which at its peak spanning 10 Li and hosting near 10,000 students, and around there were institutes including Qintian Jian (Imperial Astronomy Institute) and Taiyi Yuan (Imperial Medical Institute).	1952 年，南京大学迁往鼓楼，该校工程学院被拆分，形成了包括南京理工学院在内的多所独立院校，鼎盛时绵延十里，拥有近万名学生，周围有钦天监（皇家天文学院）和太医院（皇家医学院）等机构。
In 1403 Peking Guozijian (Beijing Guozijian, Imperial University of Peking) was established.	1403 年，北京国子监设立。
The Imperial University of Nanking (南京國子監) developed and flourished in the period, consisting of six schools: three basic level colleges (Chengyi, ChongChih, Guangye), two middle level schools (Hsiudao, Chenghsin) and one advanced level school (Shuaihsing), altogether 4 years to complete according to the system, one and a half years for both of the former two levels and one year for the latter level, to achieve 8 credit points a year and then upon graduation Chushen (qualification, diploma) would be awarded, with subjects including Confucian classics, history, literature, mathematics, law, calligraphy, equestrianism and archery, etc.	南京国子监在这一时期发展壮大，设六堂：三个基础学部（正义、崇志、广业），两个中级学部（修道、诚心）和一个高级学部（率性），按这一体系，完成学习共需四年，前两个阶段各需一年半，后一阶段一年，一年修 8 个学分，毕业时授予“初审”（资格、学位），科目包括儒家经典、史、文、算、法、书、骑、射。
Yongle Encyclopedia was completed at Imperial Nanking University in 1408 after five years compilation, 9169 scholars selected from nationwide took part in it, thereinto 2180 were student scholars of the university.	经过五年编纂，《永乐大典》于 1408 年在南京国子监成书，全国各地遴选出的 9169 名学者参与其中，其中 2180 人为国子监学生。
The publishing house of the imperial university of Nanking had been a publishing centre for several hundred years.	南京国子监的印刷部门几百年来一直都是出版中心。
Wu Cheng'en, Tang Hsiantzu and Zheng Chenggong studied there during the Ming dynasty.	明朝时，吴承恩、汤显祖和郑成功均在此求学。
Each time when Nanking became a non-capital city, the Nanking Imperial University was changed to be regional Nanking Academy.	每一次，当南京不再作为国都时，南京国子监就改为地区性的江宁府学。
The Imperial Nanking University was changed to Nanking Academy (江寧府學, Jiangning Fuxue) in 1650 after Qing dynasty replaced Ming dynasty, and in 1865 after Taiping Rebellion the academy was relocated to Chaotian Palace.	清朝取代明朝之后，南京国子监于 1650 年改为江宁府学，太平天国运动之后，于 1865 年迁往朝天宫。
The ancient school history was recognized during ROC.	古代校史在中华民国时期得到承认。
In 1954 the school authority controlled by CPC decided to set the year starting to establish the modern new type school Sanjiang Normal College as the school's new founding year.	1954 年，中国共产党治下的校方决定把开始设立现代新型学校三江师范学堂的那一年作为该校新的建校年份。 
In 1902, Sanjiang Normal College (三江師範學堂) under the new educational system, using Japanese modern higher institutions of learning as references, was beginning to be established to replace the traditional Chinese school Nanking Academy, and was opened in the next year, with campus constructed south to Qintian Mountain.	1902 年，以日本现代高等学府为参照，新式教育体系下的三江师范学堂开始建立，以取代传统的中式学堂江宁府学，并于第二年开办，校区建在钦天山以南。
The name was changed to Liangjiang Normal College (兩江師範學堂) in 1906, and the new president Li Ruiqing (李瑞清) established the first faculty of modern art in China.	1906年，校名改为两江师范学堂，新校长李瑞清建立了中国第一个现代艺术专业。
In 1915 after the Republic of China replaced Qing dynasty, the Nanking Higher Normal School (南京高等師範學校) was founded to replace Liangjiang Higher Normal School which was closed three years before due to Xinhai Revolution, Jiang Qian (江謙) was appointed as the president.	中华民国取代清朝之后，1915 年成立南京高等师范学校，取代三年前因辛亥革命而关闭的两江优等师范学堂，任命江谦为校长。
The school established the China's first faculty of modern gymnastics (physical education) in 1916.	该校于 1916 年成立了中国首个现代体操（体育）专业。
In 1920 the school consisted of five colleges: Liberal Arts, Agriculture, Engineering, Commerce and Education.	1920 年，学校由五个学院组成：文理、农学、工程、商业和教育。
The "China Science Society" (中國科學社), a major science organization in the modern history of China, founded its headquarter in the school in 1918.	“中国科学社”是中国现代史上一个重要的科学组织，于 1918 年在该校设立总部。
Its members established "Academia Sinica" (中央研究院) which was later moved to Taiwan and known as the "Chinese Academy of Sciences" (中國科學院) in mainland China.	其成员成立了“中央研究院”，后迁往台湾，在中国大陆被称为“中国科学院”。
Numerous Chinese modern science pioneers, most of whom studied in America and some European countries such as Britain, France, and Germany, converged there to found many fields of science in China.	数不清的中国现代科学先驱纷纷来到这里，在中国建立许多科学领域，其中大部分人都曾在美国以及英、法、德等一些欧洲国家求学。
It became the Chinese cradle of modern science.	这里成为中国现代科学的摇篮。
Among 81 academicians of "Academia Sinica" elected for the first time in 1948, five entered or graduated from the university in 1920.	在 1948 年“中央研究院”首次选出的 81 名院士中，有五人曾于 1920 年进入或毕业于这所大学。
More than half of the leading Chinese scientists whose works were published in scientific journals in the early period of Chinese modern science were graduates or academics of Nanjing University.	在中国现代科学早期，曾在科学期刊上发表成果的中国主要科学家中，有一半以上均毕业于南京大学或是南京大学学者。
Kuo Ping-wen (Guo Bingwen, 郭秉文), an influential university president, was appointed in 1919 after Jiang Qian.	郭秉文是一位有影响力的大学校长，于 1919 年受任接替江谦。
The school meeting passed The Audit Law for Women Students (《規定女子旁聽法案》) on December 7, 1919, as result of efforts of the educationist T'ao Hsing-chih (Tao Xingzhi, 陶行知), as well as the president Guo Bingwen, and the professors including Liu Boming (劉伯明), Luh Chih-wei (Lu Zhiwei, 陸志偉), Yang Hsingfo (Yang Xingfo, 楊杏佛), etc., and then decided to formally recruit female students.	在教育家陶行知和校长郭秉文以及刘伯明、陆志伟、杨杏佛等多位教授的努力下，校会议于 1919 年 12 月 7 日通过了《规定女子旁听法案》，然后决定正式招收女学生。
The school became the first higher learning institution in China to recruit coeducational students.	该校成为中国第一所招收男女同校学生的高等学府。
It enrolled eight women students in the first year 1920, and in addition, more than 50 female auditing students were admitted.	该校于 1920 年第一年录取了八位女生，此外还招收了 50 多名女性旁听生。
